TIME_UNITS h
DATA_UNITS kg/s
0	-0.0000003
1	-0.0000007
2	-0.0000008
3	-0.0000004
4	-0.0000003
5	-0.0000001
6	-0.0000012
7	-0.0000163
8	-0.0000999
9	-0.0002070
10	-0.0003300
11	-0.0004567
12	-0.0005043
13	-0.0005411
14	-0.0005772
15	-0.0005900
16	-0.0005768
17	-0.0005216
18	-0.0004260
19	-0.0002694
20	-0.0000932
21	-0.0000105
22	-0.0000010
23	-0.0000005
24	-0.0000005
25	-0.0000004
26	-0.0000002
27	-0.0000002
28	0.0000000
29	0.0000000
30	0.0000000
31	0.0000000
32	-0.0000745
33	-0.0002412
34	-0.0004236
35	-0.0005589
36	-0.0006166
37	-0.0006461
38	-0.0005856
39	-0.0004653
40	-0.0003987
41	-0.0001678
42	-0.0000805
43	-0.0000589
44	-0.0000153
45	-0.0000001
46	0.0000000
47	0.0000000
48	0.0000000
49	0.0000000
50	0.0000000
51	0.0000000
52	0.0000000
53	0.0000000
54	0.0000000
55	0.0000000
56	0.0000000
57	-0.0000000
58	-0.0000040
59	-0.0000555
60	-0.0003687
61	-0.0003958
62	-0.0005732
63	-0.0005703
64	-0.0000005
65	0.0000000
66	-0.0000100
67	-0.0000451
68	-0.0000146
69	-0.0000005
70	-0.0000000
71	-0.0000004
72	-0.0000002
73	-0.0000003
74	-0.0000001
75	-0.0000000
76	-0.0000003
77	-0.0000002
78	-0.0000071
79	-0.0000557
80	-0.0000594
81	-0.0001121
82	-0.0001916
83	-0.0002438
84	-0.0002606
85	-0.0003676
86	-0.0004566
87	-0.0004803
88	-0.0003861
89	-0.0003719
90	-0.0002695
91	-0.0001197
92	-0.0000396
93	-0.0000034
94	-0.0000006
95	0.0000000
96	0.0000000
97	0.0000000
98	0.0000000
99	0.0000000
100	0.0000000
101	0.0000000
102	0.0000000
103	-0.0000105
104	-0.0000975
105	-0.0003057
106	-0.0004467
107	-0.0005917
108	-0.0005637
109	-0.0005008
110	-0.0003574
111	-0.0000015
112	0.0000000
113	-0.0000030
114	-0.0000201
115	-0.0000000
116	-0.0000000
117	0.0000000
118	0.0000000
119	0.0000000
120	0.0000000
121	-0.0000000
122	0.0000000
123	-0.0000000
124	-0.0000001
125	-0.0000000
126	-0.0000003
127	0.0000000
128	-0.0000041
129	-0.0000291
130	-0.0000609
131	-0.0000859
132	-0.0001195
133	-0.0001188
134	-0.0001056
135	-0.0000985
136	-0.0001657
137	-0.0002062
138	-0.0001857
139	-0.0001367
140	-0.0000246
141	-0.0000007
142	0.0000000
143	0.0000000
144	0.0000000
145	0.0000000
146	-0.0000000
147	-0.0000000
148	-0.0000000
149	0.0000000
150	-0.0000001
151	-0.0000141
152	-0.0000613
